index,case_dir,sim_id,r_p
76,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05867,bcc_lattice_rp_05867,0.05867197343946879
77,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05872,bcc_lattice_rp_05872,0.058729974599491995
78,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05878,bcc_lattice_rp_05878,0.058786975739514795
79,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05884,bcc_lattice_rp_05884,0.05884497689953799
80,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05890,bcc_lattice_rp_05890,0.05890297805956119
81,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05896,bcc_lattice_rp_05896,0.058960979219584396
82,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05901,bcc_lattice_rp_05901,0.059017980359607196
83,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05907,bcc_lattice_rp_05907,0.059075981519630394
84,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05913,bcc_lattice_rp_05913,0.05913398267965359
85,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05919,bcc_lattice_rp_05919,0.0591909838196764
86,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05924,bcc_lattice_rp_05924,0.0592489849796996
87,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05930,bcc_lattice_rp_05930,0.059306986139722795
88,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05936,bcc_lattice_rp_05936,0.059364987299746
89,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05942,bcc_lattice_rp_05942,0.0594219884397688
90,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05947,bcc_lattice_rp_05947,0.059479989599792
91,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05953,bcc_lattice_rp_05953,0.059537990759815196
92,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05959,bcc_lattice_rp_05959,0.059594991899837996
93,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05965,bcc_lattice_rp_05965,0.0596529930598612
94,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05971,bcc_lattice_rp_05971,0.0597109942198844
95,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05976,bcc_lattice_rp_05976,0.059768995379907604
96,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05982,bcc_lattice_rp_05982,0.059825996519930404
97,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05988,bcc_lattice_rp_05988,0.0598839976799536
98,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05994,bcc_lattice_rp_05994,0.0599419988399768
99,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_06000,bcc_lattice_rp_06000,0.06
