"epoch","MLP_o1_Base - _step","MLP_o1_Base - _step__MIN","MLP_o1_Base - _step__MAX","MLP_o1_Base - train_loss_epoch","MLP_o1_Base - train_loss_epoch__MIN","MLP_o1_Base - train_loss_epoch__MAX","MLP_o1_Base - val_loss_epoch","MLP_o1_Base - val_loss_epoch__MIN","MLP_o1_Base - val_loss_epoch__MAX"
"191","58366.5","58366","58367","0.005294956732541323","0.005294956732541323","0.005294956732541323","0.002789135556668043","0.002789135556668043","0.002789135556668043"
"192","58670.5","58670","58671","0.005201950669288635","0.005201950669288635","0.005201950669288635","0.002606600522994995","0.002606600522994995","0.002606600522994995"
"193","58974.5","58974","58975","0.005093443673104048","0.005093443673104048","0.005093443673104048","0.0027599299792200327","0.0027599299792200327","0.0027599299792200327"
"194","59278.5","59278","59279","0.004967612214386463","0.004967612214386463","0.004967612214386463","0.0027307244017720222","0.0027307244017720222","0.0027307244017720222"
"195","59582.5","59582","59583","0.005063353572040796","0.005063353572040796","0.005063353572040796","0.002650408772751689","0.002650408772751689","0.002650408772751689"
"196","59886.5","59886","59887","0.005415317136794329","0.005415317136794329","0.005415317136794329","0.0027453270740807056","0.0027453270740807056","0.0027453270740807056"
"197","60190.5","60190","60191","0.00486275227740407","0.00486275227740407","0.00486275227740407","0.0029643692541867495","0.0029643692541867495","0.0029643692541867495"
"198","60494.5","60494","60495","0.005125357303768396","0.005125357303768396","0.005125357303768396","0.0025481893680989742","0.0025481893680989742","0.0025481893680989742"
"199","60798.5","60798","60799","0.004668534267693758","0.004668534267693758","0.004668534267693758","0.0025116822216659784","0.0025116822216659784","0.0025116822216659784"
"200","61102.5","61102","61103","0.004716860596090555","0.004716860596090555","0.004716860596090555","0.0030592873226851225","0.0030592873226851225","0.0030592873226851225"
"201","61406.5","61406","61407","0.004783423617482185","0.004783423617482185","0.004783423617482185","0.0025262851268053055","0.0025262851268053055","0.0025262851268053055"
"202","61710.5","61710","61711","0.004832662176340818","0.004832662176340818","0.004832662176340818","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"203","62014.5","62014","62015","0.004767010919749737","0.004767010919749737","0.004767010919749737","0.0026577103417366743","0.0026577103417366743","0.0026577103417366743"
"204","62318.5","62318","62319","0.004686770495027304","0.004686770495027304","0.004686770495027304","0.0026723130140453577","0.0026723130140453577","0.0026723130140453577"
"205","62622.5","62622","62623","0.0046958886086940765","0.0046958886086940765","0.0046958886086940765","0.00251898355782032","0.00251898355782032","0.00251898355782032"
