"epoch","MLP_full_Base - _step","MLP_full_Base - _step__MIN","MLP_full_Base - _step__MAX","MLP_full_Base - train_loss_epoch","MLP_full_Base - train_loss_epoch__MIN","MLP_full_Base - train_loss_epoch__MAX","MLP_full_Base - val_loss_epoch","MLP_full_Base - val_loss_epoch__MIN","MLP_full_Base - val_loss_epoch__MAX"
"189","57758.5","57758","57759","0.002978926058858633","0.002978926058858633","0.002978926058858633","0.0012193340808153152","0.0012193340808153152","0.0012193340808153152"
"190","58062.5","58062","58063","0.0028275633230805397","0.0028275633230805397","0.0028275633230805397","0.0014091705670580268","0.0014091705670580268","0.0014091705670580268"
"191","58366.5","58366","58367","0.0025184552650898695","0.0025184552650898695","0.0025184552650898695","0.0011974299559369683","0.0011974299559369683","0.0011974299559369683"
"192","58670.5","58670","58671","0.002753705717623234","0.002753705717623234","0.002753705717623234","0.0013580607483163476","0.0013580607483163476","0.0013580607483163476"
"193","58974.5","58974","58975","0.0029643368907272816","0.0029643368907272816","0.0029643368907272816","0.0013434579595923424","0.0013434579595923424","0.0013434579595923424"
"194","59278.5","59278","59279","0.0027044671587646008","0.0027044671587646008","0.0027044671587646008","0.001241238322108984","0.001241238322108984","0.001241238322108984"
"195","59582.5","59582","59583","0.002609637565910816","0.002609637565910816","0.002609637565910816","0.0013945677783340216","0.0013945677783340216","0.0013945677783340216"
"196","59886.5","59886","59887","0.002745499135926366","0.002745499135926366","0.002745499135926366","0.0012996494770050049","0.0012996494770050049","0.0012996494770050049"
"197","60190.5","60190","60191","0.0025221025571227074","0.0025221025571227074","0.0025221025571227074","0.0014091705670580268","0.0014091705670580268","0.0014091705670580268"
"198","60494.5","60494","60495","0.0025695173535495996","0.0025695173535495996","0.0025695173535495996","0.0012996494770050049","0.0012996494770050049","0.0012996494770050049"
"199","60798.5","60798","60799","0.0027190563268959522","0.0027190563268959522","0.0027190563268959522","0.0011536214733496308","0.0011536214733496308","0.0011536214733496308"
"200","61102.5","61102","61103","0.00267164153046906","0.00267164153046906","0.00267164153046906","0.001460280385799706","0.001460280385799706","0.001460280385799706"
"201","61406.5","61406","61407","0.002847623312845826","0.002847623312845826","0.002847623312845826","0.001277745352126658","0.001277745352126658","0.001277745352126658"
"202","61710.5","61710","61711","0.0029971625190228224","0.0029971625190228224","0.0029971625190228224","0.0012266355333849788","0.0012266355333849788","0.0012266355333849788"
"203","62014.5","62014","62015","0.0028093268629163504","0.0028093268629163504","0.0028093268629163504","0.001277745352126658","0.001277745352126658","0.001277745352126658"
"204","62318.5","62318","62319","0.002695349045097828","0.002695349045097828","0.002695349045097828","0.0012558411108329892","0.0012558411108329892","0.0012558411108329892"
"205","62622.5","62622","62623","0.0027938259299844503","0.0027938259299844503","0.0027938259299844503","0.0013215537182986736","0.0013215537182986736","0.0013215537182986736"
"206","62926.5","62926","62927","0.0026123730931431055","0.0026123730931431055","0.0026123730931431055","0.0013215537182986736","0.0013215537182986736","0.0013215537182986736"
"207","63230.5","63230","63231","0.00274276384152472","0.00274276384152472","0.00274276384152472","0.0012631425634026527","0.0012631425634026527","0.0012631425634026527"
"208","63534.5","63534","63535","0.0026479342486709356","0.0026479342486709356","0.0026479342486709356","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"209","63838.5","63838","63839","0.002427272964268923","0.002427272964268923","0.002427272964268923","0.001350759295746684","0.001350759295746684","0.001350759295746684"
"210","64142.5","64142","64143","0.0026105493307113647","0.0026105493307113647","0.0026105493307113647","0.0012923481408506632","0.0012923481408506632","0.0012923481408506632"
"211","64446.5","64446","64447","0.0027983849868178368","0.0027983849868178368","0.0027983849868178368","0.0012996494770050049","0.0012996494770050049","0.0012996494770050049"
"212","64750.5","64750","64751","0.002675288822501898","0.002675288822501898","0.002675288822501898","0.0012631425634026527","0.0012631425634026527","0.0012631425634026527"
